time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
5,19970,2,0,16,2,3,3
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
10,16095,3,0,21,2,3,3
UPDATE_ITEM: ABORTED
15,10526,4,0,37,3,4,5
UPDATE_ITEM: ABORTED
20,10237,4,0,46,3,4,5
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
25,13837,3,0,18,3,3,4
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
30,15816,3,0,98,2,3,3
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
35,16438,3,0,18,2,3,3
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
40,14971,3,0,91,2,3,3
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
45,14750,3,0,19,3,3,4
UPDATE_ITEM: ABORTED
50,15081,3,0,12,2,3,3
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
55,15123,3,0,66,2,3,3
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED
UPDATE_ITEM: ABORTED

UPDATE_ITEM - committed: 140109, aborted: 34, avg latency: 3 ms
READ_ITEM - committed: 35153, aborted: 0, avg latency: 1 ms
TOTAL - committed: 175262, aborted: 34, avg latency: 3 ms
